pubkey,votekey,dz_fee_lamports_926,dz_fee_lamports_927,dz_fee_lamports_928,dz_fee_lamports_929,dz_fee_lamports_930,previous_fees,paid_926,paid_927,paid_928,paid_929,paid_930,previous_paid
6tpuCGuvAZyUwQPFLKmiUfGUKSBjk3yVHJ314cfJV4ZF,8uYxWYaRz9a3WPvE2LEgEp6sSfTCTRnRx54yKxdRGgsL,0,0,0,0,0,52031691,NA,NA,NA,NA,NA,0
6vG7fgweSfvY7JRViG4HwKgV9u6JKhMpf2bqr6TKNjUW,7sBYPueerpq3kKjmuimJkGr7jmiM8ZZ74pXPMEcBSxo5,0,129437641,1000391945,529399149,470392808,1203271417,NA,Yes,Yes,Yes,No,1203271417
6xFDLX751L7H9d5fQT9sf2SM5RWWE9LDgqz25pPDbWoJ,5CBkJdDPMWCmss3Y48B36w78Bgxur4mDib6tQ9yMKe1B,123264396,265488554,188895766,322063790,173079160,11250466081,Yes,Yes,Yes,Yes,No,11250466081
6xUK9Nbonr4eoJNtHGoUEMmYKoPz5mipKzyDBv6deX4d,8vyuJTHSDkx7k1zymea4TMsgvixf3rCYBXHPDQajePkE,175725638,107783271,242353446,124527572,171149306,10678273426,Yes,Yes,Yes,Yes,No,10678273426
6yFGGAgYpBxgYPuHW4rv7hJmhKrUiXKyHkpVGaYtKrwE,9jYFwBfbjYmvasFbJyES9apLJDTkwtbgSDRWanHEvcRw,894488436,1345028380,1188271209,932028802,1038324863,39736843687,No,No,No,No,No,38550280567
73hojLdq1vZDSxeVQEqVFJ4iwLngdvEJPEpEHkSdv6BZ,Ehdn9LdjTAURQSMoDPERXLehtvzy7QD762wwPkzGT7RS,331776330,258309112,197471387,407146130,305235978,16318962103,Yes,Yes,Yes,Yes,No,16318962103
7CR6whiYULVf1Knj4J5PxUS37opdk8UAx2WnDzBQKiVe,2ve7kgjvaDZhMPq2nXhvGLno8sPJ8BAEdCvza384PyC8,56769144,14587872,41653148,39341672,49819111,586909779,No,Yes,No,No,No,447015459
7Hp1e6BrTBkbBN4wFiNmycPVPsjvyUUBL2tGhYEMT6gt,CwSZ17woioM2bqEbaswZJYvx5pemN6t3shBcU6zqPHyG,0,0,0,0,0,12047112946,NA,NA,NA,NA,NA,12047112946
7MTjmteQHhthwwTZhUzsc2dP4NBvGNRqj8jzdqNxHFGE,ENVaKoD7ytn58xJ8s5htFfQ8hqQt1G9dcPUDqbSwVcgB,136323458,228007343,253570685,238200493,133271909,13877605999,Yes,Yes,Yes,Yes,No,13877605999
7Nn8qBJey7vXtVFMNBbbuN8UkujU8Y6nWzbHVGuf49yV,6SF5cmEXFFEmnFd5BwM4J6NkZhh3WfPkgmqdoAGjLLPX,354060692,289576365,324923514,398675350,341102527,10125005331,Yes,Yes,Yes,Yes,No,10125005331
7Nu9ckgtjobZ3MkbadGFKEvRymYuah9HmcxiUJKMM9NB,DPhzpiNGU9C6576uLsNSHmdi2AxwxpjMsRdh2iVC4TPh,69531435,102283687,161423116,202662866,186374324,7266332949,Yes,Yes,Yes,Yes,No,7266332949
7PpXQgDb9eCHN1Uudgi77Wm89cRz4T85YgDw83qvaJXd,B8Jud6Mqv1FSKpjBM2hPBqoPhGMAciX2UqR9WcepDF7F,111158757,157361243,255470398,174956518,230452544,8473801354,Yes,Yes,Yes,Yes,No,8473801354
7VZM7YHcX73TpGoXDeBu61g4QKC86GwAEnew8dA7Y2xn,HMk1qny4fvMnajErxjXG5kT89JKV4cx1PKa9zhQBF9ib,37291615,134118920,124110483,83891925,154105781,11504600899,Yes,Yes,Yes,Yes,No,11504600899
7ZjHeeYEesmBs4N6aDvCQimKdtJX2bs5boXpJmpG2bZJ,8sdFdnuKsY5KvpEU7gPi7qH1fP5DdYWfDhiF7NLjtaX8,0,0,0,0,0,484217338,NA,NA,NA,NA,NA,0
7Zm1pE4FubFYZDyAQ5Labh3A4cxDcvve1s3WCRgEAZ84,XzMLju7T6BSSngmsPogeuryd6uswiimkPU87gB2chho,726788511,690416837,1920797105,1068994786,921368768,4953794773,Yes,Yes,Yes,Yes,No,4953794773
7cVfgArCheMR6Cs4t6vz5rfnqd56vZq4ndaBrY5xkxXy,FQwewNXahV7MiZcLpY6p1xhUs2acVGQ3U5Xxc7FzV571,0,0,0,0,0,15596918196,NA,NA,NA,NA,NA,0
7hMD4oMmGT4GsS4DfBKzJ75wSjDhgu2pvcazbvoKPrNs,C9pfCHG1zx5fTtmbsFwLG6yFoztyUVXoCmirUcCe2dt7,0,0,0,0,0,2334376868,NA,NA,NA,NA,NA,2035367128
7knvB4bbqHCKuNp3ef2hJWdwqoH6WAUi55NQt6LdRfkx,D4mLBafAJjpRABT5Tyj6UhuwJ8DLRk74JzyuTMUdU9Fz,123066037,200535166,182434561,338888124,109340998,4702265985,Yes,Yes,Yes,Yes,No,4702265985
7mF8NZJdREuM1uwYcvKffuY9QJBEoHhNp4hZ4NS2fuXW,H2tJNyMHnRF6ahCQLQ1sSycM4FGchymuzyYzUqKEuydk,289750995,371638341,455684202,390450247,332549683,5321324314,Yes,No,No,No,No,5321324314
7nzTzRZzezmugqE5ZjHRMxarhXunpwZ2PUdjV7uYzt7A,so1arJJbp9sis5XpovLyjTZPk8bDjfs37Meghi5wXbu,243932960,267194191,329461960,353559374,350870244,8382124133,Yes,Yes,No,No,No,8382124133
7qGNnXKW1e3DsqEaSxwxMdBTFsrK73XtWTmkGitRyMQc,JEJzKYzyYJJjtn6Yb1P7r6YV75TdSNmmJT49sgDoHvmk,0,0,3334989594,2973530293,3249091682,0,NA,NA,Yes,Yes,No,0
7tqeaFKsg2K9xKnQWe61w71AtCZVMQvG4hbFAiFAngYw,4CjWMmjGtRAZH6unY8EAzDYHWKUoPKqkZoFNrgxSGnyc,799522373,1194267043,1016957792,1189347375,1163199493,32734354903,Yes,Yes,Yes,Yes,No,32734354903
7zAHbRxEQaNjKnQMjFm7j8LebHSGfzsQDdm2ZpUNPa7G,FXRu5NA4ouLGFuZNNWZFwwnvQz9zE7JCX3D23RJTc2NU,0,29274683,0,37518915,0,106372267,Yes,No,Yes,No,Yes,81395977
82vucuWCTTQEz6nYe3VetnL3pJYBrfDF2gDAjec9sPUy,DLKjd8DJc9NajCaHPeQL6BnhPi3a4BZm7zCdVF3MzDRZ,74367367,0,0,0,0,9016870602,Yes,Yes,Yes,Yes,Yes,9016870602
84gC25fbFKYueR9WEfreUysk1n3ZFxLFDDjbyqeqGpoW,FpTQXdt7NjYsJWXaE9UgG2yPUshoFiW3nzXbXKz1CjKh,1671877285,3006490604,2780845682,2175419954,1818072673,62154389416,Yes,Yes,Yes,No,No,62154389416
88K3vd8E7f2jXBwfNspzAYXKZuS7erF1w2wk3qcHTSfh,EbWmbjxUrq8uifB4gCJLaxv7joYmsXL4qVpX26xYMFBh,0,0,0,0,0,912097140,NA,NA,NA,NA,NA,763489837
8AkVj5aAtJ27tYXeq89cnSf68V43NarFHMx2iSDjZv7c,CV7uvPY1Hk5Avb2NvkGJoUzGnipZrEZK27j5rQJoUae9,135189059,407544672,369795315,761104790,362463994,13418535273,Yes,Yes,Yes,Yes,No,13418535273
8GLRbAstsabZuZUx73AoyfGi1FRCWSUhRgMugFyofEz7,7PmWxxiTneGteGxEYvzj5pGDVMQ4nuN9DfUypEXmaA8o,236251933,335606815,781886585,333578958,187519914,14247399466,Yes,Yes,Yes,Yes,No,14247399466
8Nvaxzif1NrdvxNkRetjT8xJvd33EHkKVrfL8EDkgaNy,2DNGsVZ9rg6RvT8bY4SGmGvyiVJ4xt9RL3NDd6uhfN46,268171123,292940433,225087813,243716832,130336696,17533955703,Yes,Yes,Yes,Yes,No,17533955703
8Q7K2irCbYfEG5ZWyBceiytbL1u977gXqw7UaHZ55Awo,3zEbnWKibg574DaGC1EA3zLNwBK6MGQxEySUgQWKBaYV,0,0,0,0,0,62077760,NA,NA,NA,NA,NA,0
8RXYL85eGMyuUcBCMHt5owGvasySS4FYbmKTx4CqFkpe,AAfutJ61CwSB4Y1t5iBPVRRaq33nCDEot4WxbdQ6Bahn,0,0,0,0,0,1912052930,NA,NA,NA,NA,NA,1783809593
8Rf7hLczBzGb71rmEjw3h9tTcxGijDiDHL651H9SfSFa,8cuBK2vJeqfukvSJQ2vaGDEBSnBoVD16L74SuHdnKjs8,45224844,21956344,13967332,68760161,11260974,428716343,No,No,No,No,No,0
8S1VXBgZvCsjgnRAMvxknx5BKT7APb8rFhyRVeeTx1SS,DggvF7asrbjrqvcvPPRKovy3VVvjCgvc2GnWVusxq2MP,0,0,0,0,0,482996330,NA,NA,NA,NA,NA,482996330
8T8AJfUCXwPFwEMmjca8gCRSktPrqbUBVa6ggNyhLhFJ,DPsW8v7gkGUbPPRnraS5e163bDepd9tD537X9S231T2j,152328539,191219751,243339061,286143902,318503553,18413126859,Yes,Yes,Yes,Yes,No,18413126859
8Yq98CFAorqAc3CN7XtMVgKLrBc78wsBvjhAbFr4sNQ5,EGg6LTZDgV9CgpPZnpTTzmebSSyaH91cQ2eoiDxiJPvm,133881793,0,289017043,643375471,423166805,2542956773,Yes,NA,Yes,No,No,2542956773
8ZQg3K1V1Z2BVJkjmnxpi43WKhjPGXphzu5QmBkJibSP,7qTwituXJJ5dtUwBZXjMNgtAyXJbx3X8V4B9gXFRjK9d,282905640,403459833,533485367,392409648,474930830,16597636370,Yes,Yes,Yes,Yes,No,16597636370
8Zh5A5Hs6bJFAyWrLGMaF2VEUVbXFANtfuw7824Hd5XV,3P2Fq9v1NwtrVTnwPGj2qVdVwnSvuNovZJWGS7nRvoin,0,0,0,0,0,1810643706,NA,NA,NA,NA,NA,1810643706
8aPHvzVV91jZF948tykkoF6WfgLHppNfG8Z3V4gCrDix,7zKQnt19j7aZ1YjzBk6UUUdr5dGb65A36kW1TYAbB6b7,41832910,221419575,275174852,98026184,83719354,3410915348,Yes,Yes,Yes,Yes,No,3410915348
8augxYLUge2iWmitQMwbcBL5VQEpsM6aJdRofhwpnzyw,o27rnqfNHPwHsRp2xPXXwWzn2q2dGxn6UD4Rt5KMU5h,49907289,42069494,64603705,93682951,48440001,7789916048,Yes,Yes,Yes,Yes,No,7789916048
8aySXUFrqJz5kath6aVijrkBH8ZtxMWJGhYXwYBpKmHK,A7uqmajxP3NdzbYDXiGQRGTL8d3dZ5pjS4kR9NTZcxtg,78598000,163308250,178738448,135902285,306943048,312807807,Yes,Yes,Yes,Yes,No,312807807
8cqck84coxk8TGXYBD95QosKCEA6fKwXLevcEv3oGmu8,D3wscqsBCJGFzzoB7dB7wQfJzSEFVzu8Rxugfnfk7rdm,311767739,368308558,505474582,499413383,486381478,5086465162,Yes,Yes,Yes,Yes,No,5086465162
8dz6mnkZC5eavdkyvFAEGSvXdV8vDYtWmtYtj9GcESUG,HvuXZAhAqSekCFueQ92DqxhuFvdBRrWeyA6uea6ZaS8q,0,0,168162370,193366373,348198453,0,Yes,Yes,No,No,No,0
8hAYbagNt7CMBooFfqVJhBgLqLffpjXTWJMk8yybjJsN,74y2qkCaJ5L17hTsz3E8jftNxTBCTvdz4P2L6qTHDW59,239752479,220752905,311358969,146250388,105390085,21087642479,Yes,Yes,Yes,Yes,No,21087642479
8n4pc4sCJtBeLfJdGyJn6EcZuhtfTiepRa9ExdJFdmEN,FnAPJkzf19s87sm24Qhv6bHZMZvZ43gjNUBRgjwXpD4v,207851591,251454593,298079479,258790033,219016535,13097037619,Yes,Yes,Yes,Yes,No,13097037619
8n9KRHDRDuZErZwdwzhtsTFJxmHqgCQ4ddZcdk6GMzvQ,xSGajeS6niLPNiHGJBuy3nzQVUfyEAQV1yydrg74u4v,0,0,0,0,0,593721610,NA,NA,NA,NA,NA,593721610
8nbE53mcKhy74HLiGZ1q5HRocwiCvgh49csSaHSdtukr,HdQ1Ap8wm6Mz65FaP8jMNBVfCDv5T9NdS8UTSvHmcotn,0,0,0,0,0,151672355,NA,NA,NA,NA,NA,74963828
8rWDbEsuz4UWF2ZXiHhMECPkTZm51YrRaQSoSz8RPz2H,8ZfSRfAuDLV86PaKSCNfgx3AU1w6Hp8sGrEgFTkHViCt,0,0,0,0,0,107103211,NA,NA,NA,NA,NA,0
8uPW9msN75rfaKiwy8y8NxEX5zSk2WejtVv5YhZr3jCo,5daP6pZoPSak6UEKuRg2HHjvTPpqqwB113oNamGNKuuZ,111169945,234128944,227277024,253551428,251177170,11718292544,Yes,Yes,Yes,No,No,10531925489
8vk6QpG93JSaQCSgnycBsv5qmfQBk4qC9FjNA35E5JhU,2ZP7DPXW6gwMRSY9PSXQ75fZLrk4gKWKnT85pK5sVPa5,433245900,666925347,971290356,876210489,428557229,27084329078,Yes,Yes,Yes,Yes,No,27084329078
8yjHdsCgx3bp2zEwGiWSMgwpFaCSzfYAHT1vk7KJBqhN,DPmsofVJ1UMRZADgwYAHotJnazMwohHzRHSoomL6Qcao,295707219,323193655,373878789,425624373,1112472749,14006890702,No,No,No,No,No,13023982299
91oPXTs2oq8VvJpQ5TnvXakFGnnJSpEB6HFWDtSctwMt,Ac1beBKixfNdrTAac7GRaTsJTxLyvgGvJjvy4qQfvyfc,217557276,273410389,366943759,320983917,264863995,16018624174,Yes,Yes,Yes,Yes,No,16018624174
93fX4gLgnUkcf3vmGBzuNKEt4em2tHxgmVcbq9vNq4jE,BJipnsRJCxgcMoYc7Env7ee2YASTtwLuyvD23AsJ3E6U,0,0,0,0,0,4432523,NA,NA,NA,NA,NA,0
95A3UmKrAmTuNJkjipBULk5wHopiFvLWfxTKmhR6AzQc,Eyy5wPPQQcuaEBQUfDmyHkRfeqfmd4n1xWZKy1CpGQZJ,0,0,0,0,0,33074378,NA,NA,NA,NA,NA,0
97jbhVBYcSmwGXjrx5PPWXucDsVBqwyoQ6rzP3B6eeMt,57GUg9QH2LFMV11oaduuoqVJ5qHDEp7EGJ2xgkGiqAum,236111958,259269030,296797592,379079005,306231582,12528023452,Yes,Yes,Yes,Yes,No,12528023452
9FXD1NXrK6xFU8i4gLAgjj2iMEWTqJhSuQN8tQuDfm2e,2g2QU1NDRax6i2mKzRwgRfdBFoDkMC6bj7Zp5Q3i8sCq,189273468,135577061,281857794,257495664,198413484,13250377940,Yes,Yes,Yes,Yes,No,13250377940
9JdZLEKhA7k6SxRQ4cJT2Zh5JhRUBJGXcjTNwMtTwSiz,7r1g7s6UjYuosRCHwedpGRCbJhZqM2LhUPxgoayRE6Rm,0,0,0,0,0,1156074989,NA,NA,NA,NA,NA,1071237915
9QA1fzbAKJicmRoFa9wFnYYx2PGYn97s8Nh6VojBMvCi,EsELtZoep4TYcugKyMnB4ZWZYxn99V5Vb1TwexDzFey,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
9T6SNsBimjCRJpkEjiVsc8AcxTBa1XVA7RjnBGGfWP23,5cYwwC8dmQ2tvtjDueHrU2B6NvmTHmoimsNGeGXVbkP8,429298346,449070636,160246730,103143838,142828394,14888133823,Yes,Yes,Yes,Yes,No,14888133823
9USijQaAfSzw6gWbHNq68VVigmj3HvffDJYhbK4tfquB,773eL4qyoHUi6s3pWWEWTnaYXELNs4nY5deMevpSF5YE,52511221,34356961,210279049,94974663,333354481,2095982210,Yes,Yes,Yes,Yes,No,2095982210
9Wmaz9VPpEnH67ZqrvYd9bcH66DtsGaEKcSQE1ac5wkf,3Z1N2Fkfha4ThNiRwN8RnU6U8dkFJ92DH2TFyLWJf8cj,198590553,209526492,341156812,374113735,215398863,12680731906,Yes,Yes,Yes,Yes,No,12680731906
9WzPWqKSqbE5PT9hMsmCDFjzpurAXEYCE9qrpVWp28KR,AGJmwvFJmJqHsSCu4EPsZ4W5N2hpwWC3FNQJc8ZFJBsy,399205068,630165896,658951311,481837698,594788390,5574313340,Yes,Yes,Yes,Yes,No,2700562210
9aCLnHrqaAkebz1eDZMDer9EFJxrJcRZG6CnnNbwK3dV,bonkYyhB6oWHP6si4oTSXKnEQZTrrCyGZLMgt2VqgHP,0,0,296705934,295145862,251531599,0,Yes,Yes,No,No,No,0
9dH6wfdJVgnDcbCUjT8rkmejAzTnGQaFarmLfvBYXANK,GakAanHMN4dYY8rMKL1e6uUKjNJj2nN2sENFaxzdMEBm,95870732,184214412,174987495,200444519,169889701,7233149573,Yes,Yes,Yes,No,No,5383908542
9gFxqsXbFyrKXUkqpAatonn47uYZ7sEZSnMxhzQoXrUJ,48oxpSHQkM4sdXUY9NQ8KnEtebzZbyk8uUT7JRdVQNuf,293662803,285716539,336462262,413599050,343823822,19212984735,Yes,Yes,Yes,Yes,No,19212984735
9maF99FLLAMh5v5JKG1ZyRZVBVsT5VkZnAJzDvduCpJa,HvuXZAhAqSekCFueQ92DqxhuFvdBRrWeyA6uea6ZaS8q,64266167,171269265,0,0,0,8724771875,Yes,Yes,NA,NA,NA,8724771875
9pBHfuE19q7PRbupJf8CZAMwv6RHjasdyMN9U9du7Nx2,FCvNkHa4U3yh7AXWGGL2jWLWiSRouR8EtzY5WVTHKTHa,187242683,416953629,400677033,343177988,183186668,8192950523,Yes,Yes,Yes,Yes,No,8192950523
9q16BB7WGmBxf1nJTdxH5zPnBUhtHqdqXqRFjSjuM4k7,GK9MfwWEK7BvMS8eQDaiEPnKcqMJoS7SKUiEBQY2pfxC,178912391,304016059,260555519,165565507,235322218,5466858097,Yes,Yes,Yes,Yes,No,5466858097
9r2CsyjRTmTRtu8GFk5oJRSQr5YfSENxDkf3eox8iPLa,2iWXwF2Q5W6o7yntV2mkbxncB4rYHnX61y3NU8a8EFMJ,533880266,396347702,0,0,0,34252190471,Yes,Yes,NA,NA,NA,34252190471
A23LfQn6khffj2hGhGfXr6P52W2pxrVcCaHVQLYQgiX2,53RJBy7aBGA7Aag6AryxEmBbsHDgwfBWagLrPbGHnfvR,575113911,273410383,350023658,266634445,364113012,3703454939,Yes,Yes,Yes,Yes,No,154412005
A79u1awz7CqnxmNYEVtzWwSzup3eKPNW6w2Jrd56oZ3y,6UDU4Z9TTbYy8gcRKBd7RX3Lm2qMsSR4PMuzoyYPzLma,42820587,30016776,0,0,0,5982073084,No,No,NA,NA,NA,4639721254
AB821LfpFBwedJEfoNFZRsiPvcSxXPBNMgjyGC7RuNfS,HSjWikZVP8JmNUa1VqZuQuhQzkK4WrBmiJn1VVEtvuZQ,0,0,0,0,0,2042337439,NA,NA,NA,NA,NA,1748680214
ABREU5YkQcfpDZymoQ97iGUgQcfgjctWUUxEMfumiPdV,ABREUtpzkkMiPHrBebpsYDU3mubtSohjDKZbyRoTJLae,41023448,45970557,115452330,120048593,91716636,3233209897,Yes,Yes,Yes,Yes,No,3233209897
ACTGYsH7bHbaSP7z9N86oLPHBThAELbGfTboc1VoFeZz,DMPhNJFSvi34NmfcqR4B5rdKgDYY3kZbXpdXJBL4cJ1q,42346386,80683812,81680420,57678701,59256282,2821920437,Yes,Yes,Yes,Yes,No,2821920437
ACvL73V4GNnxPVfZ7K89jCrYurLyzpEuE9qirjvh2Xmi,HCvnhbT3Sn5RsueDisWzzn5FkW8tAqoQK1dr7cvAVzin,0,0,1300208918,995327120,868102346,21304353238,NA,NA,Yes,Yes,No,11952376710
ADjyeNzWd8yhEjCVyAqT87eqoyGRbimERQsNhFQcXjop,26RGqX3mezgYDxJnGh94gnMM4L2k9grH1eWcTSCHnaxR,181152788,256027700,242366868,220686158,281142226,11895336448,Yes,Yes,Yes,Yes,No,11895336448
ALp2GdA1eJV8vZHMHazCtTxNXe3BLUSco9LDASgjDs8R,4tuMshQNpAFpy1YtEHnSsE5EPN1mAT8FevWvn2UPJHNM,212104059,255750232,256115270,167941364,216629526,12424752345,Yes,Yes,Yes,Yes,No,12424752345
ASTERhckBQwAM82EQm2S2ivVcQ9mHQHZQs5u4BHMv6JH,AsteRZiiAA8uDXGszREgCMgKTddmAb59XGGHsELfNDVi,0,0,0,0,0,30608193,NA,NA,NA,NA,NA,0
AWcCdYG7Dy6GX45c6QMPbgGwgRZPKcBDT4bXGb3QrVRV,G2W5QfMSBYXT5NNWEG8jSN9ZMqvVoaon3DMHMQ3BV7Bj,3521583068,2631331484,4687395739,3337341351,2783862010,108385577627,Yes,Yes,Yes,Yes,No,108385577627
AWqkGtq9rgpMDc7pTKe62aJuaX8ZvrnZxCpr8nfpDSCK,4VvZyjDj3KNYNbjzgaG5GxX4xeLhcFV6fA6BDPf6dLy4,0,0,0,0,0,1539819128,NA,NA,NA,NA,NA,1212068461
AdSHK6vpQnwHRSw7jXUwjMEytmhFwnynZSENhvpAxL1y,9NZ18GkTnXZug6eXAzpBsmyCsYfAJ7mL9bgUfSJDSAKr,76593917,74217418,114611785,74445297,83649155,4119578964,Yes,Yes,Yes,Yes,No,4119578964
AfZTWYoFQbzqCMmUBTD7XwxFvjob1FVyCvkaXRryxtKc,86Sw9R6ynPmXnHfwUWinXtq1QoF2KHesfQQyZG5r8sXo,206183176,514597634,257012020,277484285,271223637,10317904890,Yes,Yes,Yes,Yes,No,10317904890
Aho3hF8mqLmadyJdUFpoGidyo3fYAt3ALm2QpAo8wMX,9FNVvTw3kPyb3239RKakAXUfkmZzi5TDnH4hdwksRBig,0,0,0,0,0,1897590186,NA,NA,NA,NA,NA,1144428353
AhyLPwqeE8zg7fyFjuufH8k7Kq4kNS2eARRq5EKNGRcT,Hm2uPQbdNCRjiwSJnA9edrMVC2PBUPa6qBWfC12RHx1B,0,0,0,0,0,2494439193,NA,NA,NA,NA,NA,1757284501
AiBEt9kE8yZ4CnaLfTCGMp7Fg2wCtqhPTfvJ8D3zrLfu,H9p8zGs56CnL4b7RrbwQ6htc6V4K8PUtKvqH2m7hYAtL,122662628,133631601,257783850,166784812,144571102,7209606843,No,No,No,No,No,0
AicQr2zCWBLiBwt2r6o7iTemmtyE7q5pTKyuuupbXEQA,Bkskrv38Kn7zJR5mvmbCDGn2M4Jyhzt2ZqwQXV6rYnXa,760195555,1030930128,1178528987,1144742276,782843984,1878732427,No,No,No,No,No,0
AjGby82yXeYgj3kmng9y3c4nQpZFmiPpJKecLJTHbfbP,6D9w8FRw5EFr5qtZEphPpughN3W8zc8p6zMXg4PFuaXL,87684494,90746588,226205163,196802335,74855869,4748234549,Yes,Yes,Yes,Yes,No,4748234549
AmjX7CerZbHrU814UeBp2gJC7gANNG3KrP4c3RyD7TSD,FzUNgBRnVxawDytN9GM7BFwxFfekuMs7BcAGybn4AmMk,184473341,245857209,380910616,238432209,324194101,8637394242,Yes,Yes,Yes,Yes,No,8637394242
ArMBx6veRq33ffEP9sxHafiPRgrtzww4XvbwZbSMfXiM,GW8GgoeBpLM4TpeR2ePVcYYSoySBaKJgt2JiwoyjXRz3,216216031,284813845,259633553,267728079,450983285,14324176482,Yes,Yes,Yes,Yes,No,14324176482
AsMpvJ3DZ2Ydu1WTRMAyMH4QjSLiUG39rKzfzvtE1bWr,B1w6SZcyvjyp6zEyStcc8u9AxXAh2AbYvNzMmP9rRKE9,431439280,307719554,327373692,274639793,515382448,12963372185,Yes,Yes,Yes,Yes,No,12963372185
Av8EnYrPBnSJHK5e2wmTdnCpSy7nzmBgyFaUKSyLnBfe,3QPGLackJy5LKctYYoPGmA4P8ncyE197jdxr1zP2ho8K,190590333,389151772,347854064,329863044,388381687,14675181478,Yes,Yes,Yes,Yes,No,14675181478
AvNsK6uxBBwejyPe7tZqgX4onaCnXTqKQvKRaTe9Ekya,7rUTjy6KaEpZYCUx2xFP1W3s57kT4qGt6fN19osyLL31,48925856,53315064,56270212,116039042,22592445,858141057,Yes,Yes,Yes,No,No,858141057
Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,DumiCKHVqoCQKD8roLApzR5Fit8qGV5fVQsJV9sTZk4a,8627769183,12320058502,12958950367,12144098719,10671123402,522065580390,Yes,Yes,Yes,Yes,No,522065580390
BANXwrLTkNHL6vTpKhXn86ySjnbwwGyWf9ExGgwZoiSD,BANXFioM7tuFqDyKp5zkZzfQJxBCRkhZeQj7sWNPYfRZ,0,0,0,0,0,121139750,NA,NA,NA,NA,NA,0
BCS95L5JHBWHvWkcEJBEF3BH5QHxKcPeaTgoYmHLvfFh,Hx4UJCvf8amGeuW9fPFfTckRoznDHxPSYiU9HuUSZKLT,148374593,73501926,178552178,154457803,119338313,10015720062,Yes,Yes,Yes,Yes,No,10015720062
BCjGyexo1i7qpN9CbJ9Zt8avWr4Lb2JRtcm43sJvsgQK,7rwEPPMQgHr3mn5nQX27SADt3tR8yucBgsNapYdrqRhB,0,0,0,0,0,1422102058,NA,NA,NA,NA,NA,553410121
BFMufPp4wW276nFzB7FVHgtY8FTahzn53kxxJaNpPGu6,7K8DVxtNJGnMtUY1CQJT5jcs8sFGSZTDiG7kowvFpECh,113183500,97733584,153793977,158216099,166235572,9286843791,Yes,Yes,Yes,Yes,No,9286843791
BM2vE2QqkB9fGtC34WPtM8drbgta13SBkhRq6dRG9J4J,8r4Fu6M8brgnL456RJfwxk8kN4iw1LgczfuXeuG1g4px,19190717,0,0,0,0,14439062515,Yes,Yes,Yes,NA,NA,14439062515
BNtHBLo1L2vAG7PBQ6mJvWz7GqVPxBnioXsY2Gjtubrg,ErvMUdtMC7AX55zKdYSyy4DnWNCrTsWn5GwprSG7ocnx,317319467,225112339,445167142,362557697,358915197,17473830785,Yes,Yes,Yes,Yes,No,17473830785
BPKAfGkkzF5u1QRjjB1nWYYbPMUCMPJe1xZPmwEMNMCT,9Gko8QZBbV5SrEvHKtQHcMrGGSfgFP3KJUozEGifu25x,342122930,202459477,356683614,231392332,271921621,15815632251,Yes,Yes,Yes,Yes,No,15815632251
BR1aTt4ZZUCwWJDkSYf1hqkYJjo7Mb7Ar8iVTkeSwUB8,AbacusTT3yhEFEKkQKjGStDhKDnvSFGpg9EqBwz8FnDF,173679662,271625230,315910564,306325189,299427576,14023783553,Yes,Yes,Yes,Yes,No,14023783553
BSGMRbK97DcgLe4u4kfNQnmTVZGVnwdtKQBJqWRBTZxU,BSGMtRHy9qvsPbUKtT8yqd7nNqn2urTcSMVUgzj9zJVd,140713020,171154028,270912104,224568802,171403340,4655656742,Yes,Yes,Yes,Yes,No,4655656742
BSMe78Jk1BfeJDdHQj1aXVjrT2aMAYidyNAGQsTshrk,T6bpj6H6fr9GyKe73DcNjPbGeSk8twDsiNcU4srshrk,0,0,0,0,0,2065316977,NA,NA,NA,NA,NA,653935545
BSNJGveGPVYzdt2bhTh3YfqbzWPH5Sq38zT1Br88Pn1N,FKU3YWq3AUuN2mJVR2pJgbsVQHdGeaK1Yj1iMBhJugd1,0,0,0,0,0,1960949280,NA,NA,NA,NA,NA,1960949280
BULKzVM41WAyQZfL34vxqdsYwEYH9mJAJyzRS4xraf8b,BULKEEKf9Hjy4nwCthjzheEk4joH23LLXttAHjqEZmB2,0,0,0,0,0,9929333540,NA,NA,NA,NA,NA,0
BUokhb8pPF9MZuzW3rHLr6jzakgcz3NDq2PZkpiVv3jb,2iWXwF2Q5W6o7yntV2mkbxncB4rYHnX61y3NU8a8EFMJ,0,0,689975652,626945731,552596924,0,Yes,Yes,No,No,No,0
BUv44cVtsdvU9z2BfFGk6s5JZZWrmVnq5qCaii5ARyyB,6jzDwKeR21EFHwaRgZMefMxJ9D2vnQRqfYxkpUuJppPh,2248487861,2693714742,3564887763,3147274111,2657130850,32206415793,Yes,Yes,Yes,Yes,No,26000225183
BXoNGzhaW2R71avxDbMofBTnqH9FMsQmXVAXR1Xshrk,1iD1fPWCyr7VmEwZ9ShtmiK98D4KTSSwXwbA3CDshrk,0,0,0,0,0,687609899,NA,NA,NA,NA,NA,454879484
BeRtYZnaaZLFwYQRPaZcxuuHBmyFBSGP32C8Ls5xnrZP,BeRtYZ7SVQozwTby6ajQzrHtKYkn4qoKyRfb3NDAedtA,56037378,46840758,41904316,68396535,79000961,3068472024,Yes,Yes,Yes,No,No,3068472024
