pubkey,votekey,dz_fee_lamports_859,dz_fee_lamports_860,dz_fee_lamports_861,dz_fee_lamports_862,dz_fee_lamports_863,dz_fee_lamports_864,dz_fee_lamports_865,dz_fee_lamports_866,dz_fee_lamports_867,dz_fee_lamports_868,dz_fee_lamports_869,dz_fee_lamports_870,dz_fee_lamports_871,dz_fee_lamports_872,dz_fee_lamports_873,dz_fee_lamports_874,dz_fee_lamports_875,dz_fee_lamports_876,dz_fee_lamports_877,dz_fee_lamports_878,dz_fee_lamports_879,dz_fee_lamports_880,dz_fee_lamports_881,dz_fee_lamports_882,dz_fee_lamports_883,dz_fee_lamports_884,dz_fee_lamports_885,dz_fee_lamports_886,dz_fee_lamports_887,dz_fee_lamports_888,dz_fee_lamports_889,dz_fee_lamports_890,dz_fee_lamports_891,dz_fee_lamports_892,dz_fee_lamports_893,dz_fee_lamports_894,dz_fee_lamports_895,dz_fee_lamports_896,dz_fee_lamports_897,is_paid_859,is_paid_860,is_paid_861,is_paid_862,is_paid_863,is_paid_864,is_paid_865,is_paid_866,is_paid_867,is_paid_868,is_paid_869,is_paid_870,is_paid_871,is_paid_872,is_paid_873,is_paid_874,is_paid_875,is_paid_876,is_paid_877,is_paid_878,is_paid_879,is_paid_880,is_paid_881,is_paid_882,is_paid_883,is_paid_884,is_paid_885,is_paid_886,is_paid_887,is_paid_888,is_paid_889,is_paid_890,is_paid_891,is_paid_892,is_paid_893,is_paid_894,is_paid_895,is_paid_896,is_paid_897
451X5rboJpJtXK2gj4dLsXv8yCGfujqus2HsYjMkkSpE,FqERCVEHjm9P9hghJwWbyN4TqwCCAYteeX1v6gBtt88p,41996848,35165824,21237614,13913420,19847291,15392362,20000900,7051147,10836049,46717026,3097513,9116885,20581484,13884404,12246049,14734197,17564104,9026339,23431570,12975128,40596800,35463305,33427345,63823686,34273511,109722273,82438204,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49j9bnkdgVNxLwsZ9h88sPR5MYEmsUyKrrJ6ZW8ijBrb,9QFvZhLvpbcFJTPkKq5wTWR2DGTXqrsP8z9igPgjSsZ1,100775886,79794033,75925293,170528730,83345629,62008964,85897848,62535432,62741385,73092375,73552037,81922765,91697502,179518761,75607456,113197896,169791022,68242700,119968805,301445321,139611969,122853571,177347310,108681546,135525385,123486706,125039031,105147000,146784919,85716877,150042356,115341257,101637624,99985726,74870602,70123780,134954762,51724937,76360247,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4CymATQ8a9qJUmCh5ygNFCePNQVgiKGkobvki5i45BiB,6VSu1wCkeugWdSB3ZgCCFSAttu5XTuSWVRD1vJVPVQXq,119306229,142259325,100848761,29033757,40252590,27802527,51386129,15596404,25875186,16968443,28443885,27354252,31021839,262981502,47210543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4FpN4MBzrB8FUyzNKSxxXzSDWqV7o4HotaypJ8tF4tYg,Dxy5rr77bH8j34QupCLj6hMGb5UahYhhYfC8RE3jse4p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4GEEKSwuiBHWTff9WaqrDcToZjbX6KYdyB4c578Zxse2,4GEEKSwzc242QKF1uzzodpFaxb4GShQEZhkZfeXd27Vi,0,0,0,0,0,0,0,0,0,0,0,0,0,4431510,6487182,51298144,15643839,1649529,58862567,57319209,49672030,43259358,33915216,50882599,38917154,67518201,73142858,51635114,36736963,46500662,71713527,108314131,43340917,60893671,59107164,45512666,43979227,55156602,50889433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4JTfCRjd6SzZdoKqdvStHvaKHBYCe9iENAnG4iDTrGW2,46Acpa1Md9k2Nxkr7Xp7eDRbzNt4AGXPGyzZ4fnJ7z8y,53073628,46252913,204626191,69052331,30440481,59237218,47284708,40970593,19546290,48891158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4RLcStbSkt5S1Xm4mStup6N13PGyAfAWy7Vs5d7yJRnY,5ML8GpaqaZ3bv4nCKLRY8gb2WNMJkXinHwDwMWeNWjkk,145603904,123943188,98310677,128382256,109850095,211452323,147254216,159792337,208536382,188937654,133199413,165450987,97550618,26306911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4SgoyAwN26iu9Gpf12Bk1rnzp4G4yDUM3XVv4w7VQcAf,sdo2QoiSsPknraeCts5GeBkV3AYDdtuxJ3VpYCS1CxR,171174206,175326472,110282784,137000759,182036966,162867602,151491939,135068316,210693480,272410259,191313103,146045585,294763474,220491217,148230759,176484998,212090205,165622476,187524891,126069866,122264323,92947209,167688376,194731206,99447738,103065041,103381020,110758516,150375910,149498625,130422678,96017630,159926457,129591399,740174132,119945217,128543042,105250394,88459026,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
4VrjyXQT61WFSjuG3ehgqZUK1jqvYqB46veQbXLotq3n,FahWJg2PkphJaMUUCzdYhXkD5NngUuuFRFD3YCE3BSwb,92644361,90179255,80667030,232378527,72748321,111618645,88536708,126292651,145912479,130310516,91782692,255083398,94023546,124049555,158045554,205111054,243865092,132337256,193341845,235958757,160650894,110575324,147806993,157496682,168708781,136149021,102304976,152473990,92210194,148593053,184203065,304577829,184889950,164078933,115006706,121817628,122948106,124765653,148986053,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
4W3jdXyqhLCjzA3Liu8ZNjViwrc6N9YjSB7obbxfjcKE,3hhEWRNAVzqRjmF9hW5nYkrmDMxKKzGziE11Sg7yk3iX,24312227,2915243,3157349,10893255,3630991,2410477,9839105,6951607,12460869,0,4079753,1737530,14744018,4781436,2667279,58196144,11422146,0,0,9279850,13181868,3811069,53583408,58475671,46712732,32244507,96432529,64021555,70350863,97362650,127192585,44553960,90666397,49833349,61124814,38589060,56506723,46268404,85877157,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4XspXDcJy3DWZsVdaXrt8pE1xhcLpXDKkhj9XyjmWWNy,9sWYTuuR4s12Q4SuSfo5CfWaFggQwA6Z8pf8dWowN5rk,244074128,336746458,258128987,236142109,187071466,284952721,224736279,233887758,257184121,238591441,223376044,263253060,327252730,348375072,252543013,516100138,382499584,388167342,336353570,286253001,235740575,356317236,273962328,201239626,318237120,219001419,256208727,190098758,225497198,289226686,336838373,269656901,473481262,340340373,339596301,190161416,240039125,172226530,291954805,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4YGgmwyqztpJeAi3pzHQ4Gf9cWrMHCjZaWeWoCK6zz6X,8jxSHbS4qAnh5yueFp4D9ABXubKqMwXqF3HtdzQGuphp,17106605,9899343,3862756,19316828,68678739,26078195,10266264,6450540,7208657,13686106,9120446,11642783,48885216,56958438,54453979,32856254,103613699,37042026,48104833,32717233,44746122,16154410,16234496,29083584,63659633,73532183,72833923,43957203,50718338,60108379,37236606,52906716,79011952,21701684,31254586,39694170,29782964,62999425,26176838,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4aRPyjsqqFsf5488a9QAaHJLQJMGwoL5P6wRtLmroe2d,8EVaZkBcoJAAyyRZfozNAnZiEopgPvnixx5Ja5PpVDae,177003432,194425187,123643098,119196660,96778049,169418594,156262182,130603475,159222341,85602379,139613096,100338052,163614744,197142252,191393750,210751369,152990851,148978425,146112405,173854300,166496149,91466454,153743929,202951215,113446007,105628542,119286955,64861558,131379539,111218864,91049971,118201959,192499965,172117385,181090209,134922424,145164980,132781851,139496726,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4b1onMDEasBh4BuPekQWijx3BYR64hAE1z2jJyeZUkck,6anBvYWGwkkZPAaPF6BmzF6LUPfP2HFVhQUAWckKH9LZ,98115729,86751817,786517380,140388616,65604065,74511768,57557746,94553663,88442539,71653432,80014069,82610212,76723980,97626953,83747640,127113591,151436046,94348337,70944613,171616057,114558727,63830368,113727308,94921040,52631937,114939736,95816578,72205378,272212415,97238502,109495214,77777922,93869950,111194230,106658456,82530155,39055507,63924046,77618124,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
4guS5XP2wgDWecZGgvN5UQmV8iywTrKGaA7kv9hj3tk7,BgjQPDdsHeD9XXs7pYyHsmvKdkLR1A4SBNYs3mLmPUCD,153343206,162721599,109914867,274070737,120487998,155197697,94460016,105870406,107596525,71676622,53905607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4k6wgP5WPBKQpsFGtzuXNrjcTE2fKWLj17nDvFeG5zSF,8zuMRTXThoPTTPLLvaiKiJshLLCqGMt9BdRjjCL19xBc,315071528,433060034,310823961,569393370,363844941,382352340,388855758,344982403,423787470,487988736,387651652,315371596,538272708,404279834,338251032,523300109,377892616,287892285,396009174,534404182,355714008,198995117,283290722,316050945,232252352,194366036,275536499,202476393,252324328,325090606,273534741,529073767,198470518,250279602,251898232,183535025,234128275,251870035,199753478,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4mtXJ5pUcMMB4t8cLbi7zfDJCHfYLRrQb4qSLmh57sKL,94qeNkhspb7DjuqNPcGUgVcnnsNuibGYuqNTvm9FnX9m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611747873,754001651,814668099,878423807,1062753603,607794491,750567008,698641283,716476985,622606012,523994216,543405464,592943056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
4mzLWNgBX67zVwTykNnq96Z6KQLc8UyV5Q35EfVCDifC,8inoRcYLtHdDL1qHWvGph7pkJKuJdrE2kNkFpjcYaYHf,87531423,59717024,34342397,99131406,72256811,51991268,48594188,59551165,85505501,47440153,39868124,29526779,72329628,55966698,41411557,28302474,17943388,44459975,57475497,67157798,29852078,41606257,29584244,32313807,33303684,29943424,42735322,68771879,29789320,39774236,50634495,37562400,49192760,37437640,50118579,31562218,34319779,35951799,33530146,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4uH4G6YiD5G8rU3mtPg73C2Uqamrqedy3FboTZcZrh6x,EJHf5N9is5spAF5Kz384tTvTV3CwTka6qzUoZrYm53SV,235261367,286983541,208560767,432143698,189902807,249592558,240683952,179607589,289916000,354926227,221166397,294972609,353895947,271137880,197824043,288042954,275032372,311232478,257002338,244334239,237985701,351263973,146339911,260900402,222368232,190088981,313254872,136667138,180308248,211457618,203315404,182742793,184444163,197040134,148736361,119224830,147532909,329804329,198690462,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4vXCtYfPeracuQg3a67Zx4jvtJco6MU3LKip8ax6GkVq,EPrq1DvsWqX9CHBKgMU7gxvNvPbqRLhbqz2QzHcPFzab,82555886,106311585,59462880,316401381,47512374,65722757,63063040,93181067,44544622,127334910,69000360,69112081,57578464,13976316,3622385,12870497,14516496,2141547,11118798,8443577,10228682,2579531,2395919,4828015,5072606,4106083,10791437,0,1725756,5646740,2029130,6852325,8286228,6462871,4730889,4901535,15424382,3929998,5059190,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
4vdWYn2KbmQ3Dns5wVBfz4CFQDds4b7CpsC8MHBhHAib,DvFTFLrEQSfEadPQdesvf5bpYWYqXK9iaJAjq95piQBs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138585493,214603809,263134106,133075047,102948047,182976364,118860553,169363302,96224758,90123712,96150031,88539919,77838487,84692816,76418945,132081410,137193279,100896469,195838545,103560097,112445017,58335676,61055121,86389211,68808765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5HCTsoKM7vwjubSZSyVWChaHQ9sNNRB1d2SuvL3eZ6Y6,33JxTD3GkHU8zePNVNjJwEM9BFChWtzPdGFMwL4Ar6X7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15754668,10737211,11255595,5131840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes
5HYjArGt81naevDdwMaEx8yeGNw9jYBSDJa8YavT9Mp4,4ibf8qJirtoBGg7gSD7V7CeCKoFB96PBYQ3J5QjSmAob,233105420,304532543,188116383,494045485,180027094,217897512,269831707,161763893,236593155,269391433,194129623,118845740,227949447,252922442,231224748,195260534,376581837,213070340,305610061,442435447,276520754,235695648,285175160,287647574,192678645,188298314,460642845,248167170,256542691,222992605,1456839368,235083131,264871137,308242743,238574431,213992369,287931894,237146710,264228588,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5LNEDitSMhApT2uFnmtN7FmjCiGuatpnb2uU4f3shrk,ksQuu3JAStVXUeDCHeW6QtVRHNMcdtgPyepUd3Yshrk,26155574,32636091,9417003,93111447,12712321,21532056,23812674,19320508,14548275,16858303,10787584,39333093,20240369,20575567,22037651,62818654,19931536,46331533,12186236,35206618,44895499,27342631,35739845,32072459,21150690,35406157,16644010,13859193,10505230,34961775,26431009,24712405,58197806,42601542,49322764,33554694,24250711,68531560,29682417,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No
5N8rWeZbNWLJDYTohNfpH4JAXiPhnicVYKrucW1shrk,MWogB4b5RamyKE4mur8a8iRy63gZqyDfDF7ebDdshrk,10669264,4608053,26032659,37071835,31378488,16571795,19142724,34586552,38766807,14451161,19977911,20187906,61774484,28493929,17710061,39999356,15423582,18495739,18124969,9901473,11256731,24369568,25524863,34220064,16555796,13404008,16429342,9432635,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5N9r2ne7dPgHtzeHC5ETJ3DAueKQiXSU8KAmEZrrojT7,H7fXvnLCKtZqJBTipxeseabGfAZUdHJ9XuP6hCKrbvUb,8891735,12896766,0,5835298,12297201,1718850,1537964,4154501,1912920,17259622,0,2617470,10024307,5268632,8447013,48781291,15995179,6662845,10750398,7934212,2734278,2418467,0,30686746,6902402,5823470,6718664,14672101,10789078,10789896,20140360,43041486,106444062,64309768,108163974,59497770,99141363,63398435,59625202,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5XKJwdKB2Hs7pkEXzifAysjSk6q7Rt6k5KfHwmAMPtoQ,GMpKrAwQ9oa4sJqEYQezLr8Z2TUAU72tXD4iMyfoJjbh,173973043,259671831,226474664,587849410,171070933,253651133,164325818,135679034,187271382,125118335,166456096,150197935,255181951,237505062,177210595,175665344,120558562,142433543,91378549,106885359,95002218,95646203,120544280,123953034,62168877,71332977,95144907,80510795,90139093,98972621,151637106,78751029,80648471,91862265,101818759,81684303,227903950,69629217,83968330,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5aD6KB8g4MPt3xJafmMmun86hHMDnoFiGbd5gYiMFZw7,QWmexgr4teHa2ZF85tyf2hvEwBvJ6ioAEr1h8DRjoie,237265663,293363719,198546864,423046343,269989595,229876652,181339307,232792589,213745396,195626040,237419607,204197312,290311882,293161851,195342196,240540922,278594434,195717767,243788676,291844457,162930469,370980852,172838079,196781292,167805075,166612667,160637139,174472118,213059873,243860114,179391553,194168648,166961589,239869585,310872557,231711824,215196431,187987558,127055528,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5ghoFEVrsXeAPB6SUmBpZ2xq3KvHEjNMeSaBnxEBXkHV,J6KaKtLRj7eQGuVVL2CAz1AS9kDxsrmej9QbYkEtsiAD,0,5007617,0,5362019,0,0,0,0,0,0,0,0,0,6173351,3451148,6009699,8547853,3643408,16240337,5829714,5596120,9375585,2741840,24796374,4701023,47766920,26593117,30550991,28948335,24667992,32188521,16899109,50496684,57378231,42683413,34330241,45831442,124951430,35488285,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5ivRNcK1yThcK3koZR1oikAfuNm6rj1LceMskayoVSzc,GiJj4MFyM4sCQ1aYQRQA9tqwtZFoaBdSxgNitWjHc2o9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150872606,204585389,102159198,140269218,129703446,160730760,120435748,178565104,155248553,146319114,110060626,98144854,238065010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5marvipGzf98hxnoJFXsZbGHSXcEQ3yRGJ4ps7D3V4ou,i6PZjkPHGYmPfPE8LsJuLn5huZyusXhmysiDiHGPjxb,63728671,109521800,104802251,180360821,68265190,103465196,106780215,35455095,59434626,12066868,24382773,40730573,63558217,59957891,62986651,226517702,115227520,143462585,132143233,164831165,146849995,111836796,117595643,132088199,96836549,89101290,97667704,162335413,115753843,129768699,258231247,161802677,118809779,127008105,162498434,107657187,174662810,103958366,112369808,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5t4shVsKnUqgjmhK3fFNsvyju2E6Rd7cc4S5pmqqEVEW,sT34kbaqmHWbPwjhyeG1GnjoX82KpXawFsnzUkzJpYX,35605600,40538908,8921651,4822332,41499048,36918968,31727626,23637103,33048574,20033946,30511068,47433917,65947816,69215057,41466775,54511716,64903183,120201451,53904241,85989528,64937727,46594251,32397012,80399360,51683185,54087936,104598401,50521029,96222161,90550548,70868109,112282709,70017368,227394136,65075801,38162859,45115206,37110211,42967285,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,ExYX8UKQTCf2VPtV9jbfqikeTV6tPfhzauJ896o91wtj,43762713,76822598,56661632,164953642,68300764,104215140,46458966,49124529,100760701,82899353,64283095,50699336,106786790,60429217,66054367,105169595,181419902,70078511,63816122,0,97193124,87923473,101301667,87588670,75229214,74759158,230681077,156499087,86654026,100481818,115305404,297284058,104619540,157801157,296684727,92923823,58759921,99775330,65654963,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5zm9g3zgAPWzX3wmUB2JtTkcwCqe74NWsTmt5wLFwCKK,4udPrmxccbP1NwDJ6vChFKs5qcqyjmQff6gsKXD1mdaj,345212791,405012301,269784475,283620112,247006900,296311547,272669984,321871382,345981240,327552461,254471681,238036193,396912278,369013964,305423901,431154404,305475059,480818302,285580190,400093294,321840231,293647242,268565298,266182490,193059192,165382953,299779395,222812368,273577940,276565658,287855864,317181860,282542043,237695099,321658066,229200218,247396905,189171629,227247081,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5zuNci3TV79w6zLoJZzbZujMvkVZb2FcSPhgv9aT24AK,76DafWkJ6pGK2hoD41HjrM4xTBhfKqrDYDazv13n5ir1,187923713,195517516,167091280,212021769,187315767,218768363,175108406,159712468,243346102,230353252,389756321,321860256,444478482,387694058,375999154,413954538,510153000,281389010,272515728,455741429,306023395,316482770,348704852,284140548,382211498,275665891,345080991,282413379,268254730,440135402,472743494,355284613,410560608,293235831,179621292,201794045,224475665,221323139,493047842,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
