"pubkey","votekey","dz_fee_lamports"
"12i8gndWWWMTRzJBFhnYkobNgZB3XMUUJq75HeUrshrk","Cw2b2ng2fa78ndCXHcJMT1pqvdGxUHu5EBEB8KBshrk",19820598
"13DmVBcyrSdsSsLWaKH9x1dwxDf48Wu5wprwxMmLshrk","GLB3jUr5zuu79zFuEH3KP7boxtWsjHVyYRBK2SPshrk",18881206
"1Link6hB1NpkCwJt3ZtpQKZszKauhEcKgiWjaU8PRDG","1LinkCP4qUqGvUiNuAWhAxQyopdBxsh4vhfLBb4apyR",20327657
"1i1yPyh843bTfi5qPgqozTbDcEX65rUNEFcUT2KAs2i","1i1yax3thZfiV8id5HTA61bjsxEi4pbjmhXsqy6JePP",143571731
"23SUe5fzmLws1M58AnGnvnUBRUKJmzCpnFQwv4M4b9Er","4PsiLMyoUQ7QRn1FFiFCvej4hsUTFzfvJnyN4bj1tmSN",319224649
"2AKKnirWVZMhnzuwqpizw9SwfZjGpRFLx2zCCNtPWpbc","CHiaohVV2SQCFhiYP73iQzWT6HxnZqnAZJJqAYTeLAo",263716162
"2Eq6YD8P8QXTeoz9h6JHjgZ55t8RSxNdx4waMDCoPmQU","C8MLmDCg3LReWoNCkFdHgsscFpHx2WdtcU9ZziNfXrhd",54874767
"2N7v8pDKDYhtBUJBQUgxvysUjgM9s4ULPCmeEiPWTf6Z","F3scMRjzSvXUa7JoK2uwBjNsYGi5sM84sDzE7FfGBo6o",133663843
"2P9ZYA4vBoBBr56hrEFTmrd5ctuz3r7wtvRYmbgk6jRL","FGtsnE1HB4bBi6g4xAt5mvWtuC3qBPWPBgWVrnRmUiVH",145089167
"2UBhtRuyr9nvWsUnrbWrvJiYWEU8TVBD4PLYQJKiRa9H","Luna8BkZNpZ9DKmszrZYPvFpTr4eJJfxxTnGDwTrYkv",88686779
"2Ue9zGmDnvYRrJNEjuAdNkbbickw6fKWtbeNM7T2rakg","6559KMdiUseNSAkRcK9WcFcNTppoj6jWtKVedpMkBYCn",48427859
"2XmhZKHmfjku3T3nC9xKhgr5bm1CAmWXqNsNt49mo82C","Ebm1XKkMzaFg2L5rzLPBnFHMtpDPa6SWJ7nVUzZUmXmR",219260533
"2abwQG3v2xRemFxRszVHSfnjJNe9zu5X8duKgxjyLeaK","EogKVYgic8LKAuV1kR9nRqJaS5zpwCvSMfqoehzmAMpK",82051083
"2gDeeRa3mwPPtw1CMWPkEhRWo9v5izNBBfEXanr8uibX","3Xn3K5zeTzs4sURj1PCRaF6rvFg2hPgT49B4SiM998f7",295062522
"2icWF7TvxyycF7d1NHpMZYuJJqiRy2h7wmjFSbqUij1B","CzGLRXJXoDo9q86MpphPVNNsTgAxHvZfUfAiouWDH89M",46528704
"2kVZVTY8FMRZ3WuHzyqNz8qd4Ytbba9f9DaesUm5WLvR","4FsAxdHQ6HmFrDD7yCwsKNApuA67QYSCMoLAy3NfySxJ",83224277
"2nhGaJvR17TeytzJVajPfABHQcAwinKoCG8F69gRdQot","mNyQrNRYAuL2CwNCGmCsmwj9EcG88Sf8hs5rCirZaUr",55803886
"2t53LvZfskcpXkdwLaBnfZLbNgyVHPu2BNFpcRBaEBhM","Gvt8s5Bwnhg4G27VbnT1Zkfh7Jsztq6CNvZcc5anPonS",183630107
"2uxEHizFmmnLekKG2LZJwxNabhpymEYfdVCpgDxjt87m","Dcoj98wWiKhA4iqxcSg7NtuR2miA7tZqtycMdkPo8XDw",244198574
"2zykwzzo1pd3H2oSj5j5SRLTvmpa9Nr2S2Bh8tTVd5Tq","Hmq1oALENff8DejgYhJxB4njb6pyCtuMKKxotdZicB4n",216140531
"3ARtLeVB83RoGAwRot8dh74pc2uqbPi6JwbkwDzqk91m","T2B5S9sTJCRi9mcpCbHi2rAdqfT3Y7tsm6ahnWhvH75",144789079
"3B2mGaZoFwzAnWCoZ4EAKdps4FbYbDKQ48jo8u1XWynU","edu1fZt5i82cFm6ujUoyXLMdujWxZyWYC8fkydWHRNT",344529599
"3CKKAoVi94EnfX8QcVxEmk8CAvZTc6nAYzXp1WkSUofX","4MU64AyHBkRBUAYgAm91sP5vFgzUUgFHuS82CVhE8Q2Q",2757030782
"3DaPk6TdeGnEBwTR8fEyZSLkdayk6vZXrqGZhAgYK8BV","2ZiMfQaT59j86HVWCvspuMtBotnVBeTc3BKk3kKpwgKP",119246187
"3Pfubj3ytkRxFAGwFb5vtacuZJUxko5Du39xie9MBXuC","94EhHE7MaKHq4p8oFADeyizDjwYwgFn1YBYGky8mR35z",134541350
"3RXKQBRv7xKTQeNdLSPhCiD4QcUfxEQ12rtgUkMf5LnS","BxFf75Vtzro2Hy3coFHKxFMZo5au8W7J8BmLC3gCMotU",392997458
"3Uwkpd9ZKxhuTDWKuiFbJee9Z1ZJPxpkin9476Bwc7Ha","4u1Wi5yANaD9ABmi8xpdUYGLQSFxghX1D6LfgzdzrhdG",152542009
"3s97yjq2MhoPVPC3U9VeE3Z5S643Pweovg88ysvrQPw5","D3QPJm7BDzzPeRG51YZSEz3LfV7GvFNu9NkcibzURxuj",168159416
